Target, ra[rad], dec[rad], ra[h:m:s], dec[d:m:s], ObservationTimeAtGaia[UTC], CcdRow[1-7], zetaFieldAngle[rad], scanAngle[rad], Fov[FovP=preceding/FovF=following], parallaxFactorAlongScan, parallaxFactorAcrossScan, ObservationTimeAtBarycentre[BarycentricJulianDateInTCB]
HD 87883,2.6560377349991886,0.5976402319790673,10:08:43.141,+34:14:32.147,2014-10-21T06:24:42.159,2,0.004440136668268352,-1.8904697018902126,FoVF,-0.6010756156117605,0.7102687327653726,2456951.76593015
HD 87883,2.6560377349991886,0.5976402319790673,10:08:43.141,+34:14:32.147,2014-10-21T10:38:22.154,7,-0.00647650804838412,-1.897349903579616,FoVP,-0.5977730121309679,0.7143962632878907,2456951.9421027596
HD 87883,2.6560377349991886,0.5976402319790673,10:08:43.141,+34:14:32.147,2014-12-11T12:02:52.979,4,0.0016711062728055257,-2.271084203541034,FoVF,-0.5584604245554678,0.704130537966195,2457003.0054544555
HD 87883,2.6560377349991886,0.5976402319790673,10:08:43.141,+34:14:32.147,2015-04-30T23:47:45.296,5,-0.002871041668553041,-0.30668038114018187,FoVP,0.6919313935760105,0.718717105049919,2457143.4935643715
HD 87883,2.6560377349991886,0.5976402319790673,10:08:43.141,+34:14:32.147,2015-05-01T01:34:19.506,3,0.0023720380367957252,-0.30594854165251406,FoVF,0.6912323759571993,0.7197209326931224,2457143.567564713
HD 87883,2.6560377349991886,0.5976402319790673,10:08:43.141,+34:14:32.147,2015-06-01T13:13:38.126,2,0.0052914200581520455,1.0018207818198381,FoVF,-0.6562440192683918,0.7204484700010423,2457175.050324063
HD 87883,2.6560377349991886,0.5976402319790673,10:08:43.141,+34:14:32.147,2015-06-01T17:27:18.148,6,-0.004991415415978689,0.9948257792544125,FoVP,-0.6514903117863099,0.7236491059527987,2457175.226466351
HD 87883,2.6560377349991886,0.5976402319790673,10:08:43.141,+34:14:32.147,2015-06-23T11:31:24.260,3,0.0014133995472568705,-0.401334505546087,FoVP,0.38994453809958524,0.7236352054549013,2457196.9775798833
HD 87883,2.6560377349991886,0.5976402319790673,10:08:43.141,+34:14:32.147,2015-06-23T13:17:58.512,2,0.004581539473288734,-0.40545944405401624,FoVF,0.39210963495512585,0.7217062776185144,2457197.0515822126
HD 87883,2.6560377349991886,0.5976402319790673,10:08:43.141,+34:14:32.147,2015-10-31T23:48:15.315,2,0.0029353616240103265,-1.905635746794407,FoVP,-0.676807094721226,0.7104414543354817,2457327.4915779284
HD 87883,2.6560377349991886,0.5976402319790673,10:08:43.141,+34:14:32.147,2015-11-01T01:34:49.527,6,-0.0021825603871462474,-1.9075147293841799,FoVF,-0.6759895160974703,0.7115553365656565,2457327.5655918093
HD 87883,2.6560377349991886,0.5976402319790673,10:08:43.141,+34:14:32.147,2015-12-02T23:18:50.703,4,-0.0018022872594937287,2.669600991948074,FoVP,0.6416062654136026,0.7062669142854723,2457359.4741291455
