Target, ra[rad], dec[rad], ra[h:m:s], dec[d:m:s], ObservationTimeAtGaia[UTC], CcdRow[1-7], zetaFieldAngle[rad], scanAngle[rad], Fov[FovP=preceding/FovF=following], parallaxFactorAlongScan, parallaxFactorAcrossScan, ObservationTimeAtBarycentre[BarycentricJulianDateInTCB]
HD 192310,5.302702339488944,-0.4718144282393982,20:15:17.391,-27:01:58.712,2014-09-17T04:50:23.804,7,-0.005949804730510049,-0.8378076744059727,FoVP,0.4119457394069812,0.7152950618280288,2456917.7060880857
HD 192310,5.302702339488944,-0.4718144282393982,20:15:17.391,-27:01:58.712,2014-09-17T06:36:58.068,6,-0.0023158354452106475,-0.8339234715344392,FoVF,0.40968509821194565,0.7174211642268724,2456917.7800897514
HD 192310,5.302702339488944,-0.4718144282393982,20:15:17.391,-27:01:58.712,2014-10-20T08:02:21.735,4,-9.085969537592935E-4,-1.0159287150284877,FoVP,0.709270304457557,0.7123177858343875,2456950.836305102
HD 192310,5.302702339488944,-0.4718144282393982,20:15:17.391,-27:01:58.712,2014-10-20T09:48:55.942,2,0.004484071254774828,-1.0154013963803359,FoVF,0.7090527875554458,0.7126143408647689,2456950.9103047047
HD 192310,5.302702339488944,-0.4718144282393982,20:15:17.391,-27:01:58.712,2014-11-25T13:24:25.937,2,0.0025017844165981288,0.4298957558515666,FoVP,-0.456085375819805,0.7048131070270958,2456987.0565149067
HD 192310,5.302702339488944,-0.4718144282393982,20:15:17.391,-27:01:58.712,2014-11-25T15:11:00.162,5,-5.023013881806438E-4,0.4252717934268594,FoVF,-0.45227583346326433,0.7064220372851913,2456987.130515941
HD 192310,5.302702339488944,-0.4718144282393982,20:15:17.391,-27:01:58.712,2014-12-06T03:17:56.430,7,-0.004699963221273161,-0.3256842411607218,FoVF,0.15750197107333633,0.7078422204607131,2456997.6345122745
HD 192310,5.302702339488944,-0.4718144282393982,20:15:17.391,-27:01:58.712,2014-12-06T07:31:36.380,3,0.0012241114955226866,-0.33744817532700433,FoVP,0.16584719878804652,0.7037598741850446,2456997.81065639
HD 192310,5.302702339488944,-0.4718144282393982,20:15:17.391,-27:01:58.712,2014-12-06T09:18:10.631,2,0.003753187707256459,-0.34237025892909034,FoVF,0.16931820100702613,0.7020168809653483,2456997.8846586077
HD 192310,5.302702339488944,-0.4718144282393982,20:15:17.391,-27:01:58.712,2015-03-07T15:15:01.710,1,0.0045909820245957815,3.072911262130885,FoVP,-0.19518586795768997,0.701716309384881,2457089.1324855946
HD 192310,5.302702339488944,-0.4718144282393982,20:15:17.391,-27:01:58.712,2015-03-07T21:15:15.944,6,-0.004361609313092315,3.0567885090630944,FoVP,-0.18388712937012217,0.707857784031819,2457089.3826683774
HD 192310,5.302702339488944,-0.4718144282393982,20:15:17.391,-27:01:58.712,2015-03-19T09:22:20.431,6,-0.004661331527331413,2.252512236014085,FoVP,0.4747611363766609,0.7098491851335437,2457100.888486451
HD 192310,5.302702339488944,-0.4718144282393982,20:15:17.391,-27:01:58.712,2015-04-24T20:46:05.447,1,0.004125685904206644,-2.5752937043636415,FoVP,-0.7113304178671251,0.7166957570253609,2457137.3667797125
HD 192310,5.302702339488944,-0.4718144282393982,20:15:17.391,-27:01:58.712,2015-04-24T22:32:39.653,5,-0.001149294323279359,-2.574679135600632,FoVF,-0.711603369352933,0.7163150229535522,2457137.440794059
HD 192310,5.302702339488944,-0.4718144282393982,20:15:17.391,-27:01:58.712,2015-09-11T09:33:55.777,4,-8.286129206538401E-4,-0.6741110343717969,FoVP,0.25396296529464435,0.7210078523915897,2457276.903467159
HD 192310,5.302702339488944,-0.4718144282393982,20:15:17.391,-27:01:58.712,2015-09-26T21:41:25.057,2,0.0023878891443805186,0.37126205033290754,FoVP,-0.5566793864318924,0.7189945160905296,2457292.4073823434
HD 192310,5.302702339488944,-0.4718144282393982,20:15:17.391,-27:01:58.712,2015-09-26T23:27:59.258,5,-0.001227003795173616,0.37519971944735975,FoVF,-0.559703197751954,0.7173391665760522,2457292.481382653
HD 192310,5.302702339488944,-0.4718144282393982,20:15:17.391,-27:01:58.712,2015-10-30T21:12:09.771,7,-0.006463872907436325,-0.9870579133669813,FoVP,0.7003994556938288,0.712196311045733,2457326.3837546427
HD 192310,5.302702339488944,-0.4718144282393982,20:15:17.391,-27:01:58.712,2015-10-30T22:58:43.973,5,-0.0010516048181220391,-0.9876890918934957,FoVF,0.700827994787723,0.7115147534340094,2457326.4577542483
HD 192310,5.302702339488944,-0.4718144282393982,20:15:17.391,-27:01:58.712,2016-03-14T22:17:46.067,4,-0.0018324473416329945,-2.9294558265300443,FoVP,-0.40813653109755854,0.7071187825340364,2457462.426681158
HD 192310,5.302702339488944,-0.4718144282393982,20:15:17.391,-27:01:58.712,2016-04-03T04:20:10.213,4,-2.950149706529431E-4,2.137757201526673,FoVP,0.6534182666935774,0.7101532311934865,2457481.680063974
HD 192310,5.302702339488944,-0.4718144282393982,20:15:17.391,-27:01:58.712,2016-04-03T06:06:44.439,2,0.004563635190598814,2.1354617873397834,FoVF,0.6554286263931592,0.7088172237099086,2457481.754078289
HD 192310,5.302702339488944,-0.4718144282393982,20:15:17.391,-27:01:58.712,2016-05-04T17:42:47.730,3,0.0033496574362744985,-2.5836328565402527,FoVF,-0.6698780547757199,0.717597995524907,2457513.2405369976
HD 192310,5.302702339488944,-0.4718144282393982,20:15:17.391,-27:01:58.712,2016-09-19T10:40:11.638,1,0.004144016205827172,-0.8680321856976877,FoVP,0.4559270715246477,0.723586168415647,2457650.948773591
HD 192310,5.302702339488944,-0.4718144282393982,20:15:17.391,-27:01:58.712,2016-10-11T16:39:47.954,6,-0.004152109717867898,0.5167825810285042,FoVP,-0.6890698750928461,0.7152764187330246,2457673.1964441636
HD 192310,5.302702339488944,-0.4718144282393982,20:15:17.391,-27:01:58.712,2016-11-09T10:21:34.589,2,0.002506821968266423,-0.9259927672136758,FoVP,0.6474248230477271,0.7095243757450912,2457701.9309457974
HD 192310,5.302702339488944,-0.4718144282393982,20:15:17.391,-27:01:58.712,2017-03-24T08:33:03.088,1,0.006724474840810244,-2.757589953973112,FoVF,-0.557662067894696,0.705372212863449,2457836.8547496637
HD 192310,5.302702339488944,-0.4718144282393982,20:15:17.391,-27:01:58.712,2017-03-24T12:46:43.132,6,-0.004409072989245073,-2.7640344574858937,FoVP,-0.5536167035429892,0.7102984723661632,2457837.0309232958
HD 192310,5.302702339488944,-0.4718144282393982,20:15:17.391,-27:01:58.712,2017-04-18T06:39:22.460,3,0.0013313573697816172,2.127811143435268,FoVP,0.7131393975520668,0.7130739591394832,2457861.7781898803
HD 192310,5.302702339488944,-0.4718144282393982,20:15:17.391,-27:01:58.712,2017-04-18T08:25:56.670,1,0.006659211158679917,2.12772832785386,FoVF,0.7133642082191778,0.7129465896748718,2457861.852204285
HD 192310,5.302702339488944,-0.4718144282393982,20:15:17.391,-27:01:58.712,2017-05-15T12:28:41.035,5,-0.002690840591837392,-2.6272011017109977,FoVP,-0.5835750143018306,0.7165624423220595,2457889.0233846116
