Target, ra[rad], dec[rad], ra[h:m:s], dec[d:m:s], ObservationTimeAtGaia[UTC], CcdRow[1-7], zetaFieldAngle[rad], scanAngle[rad], Fov[FovP=preceding/FovF=following], parallaxFactorAlongScan, parallaxFactorAcrossScan, ObservationTimeAtBarycentre[BarycentricJulianDateInTCB]
eps Eri,0.9290856295562457,-0.16507779544841453,03:32:55.844,-09:27:29.739,2014-09-10T04:43:13.862,2,0.004941321575524064,-2.4938457201570756,FoVF,-0.5706569277570586,0.7232957978736898,2456910.7001949223
eps Eri,0.9290856295562457,-0.16507779544841453,03:32:55.844,-09:27:29.739,2014-09-10T08:56:53.886,6,-0.0049725921316652105,-2.486063316250398,FoVP,-0.5743135867094359,0.7189063466475493,2456910.87636611
eps Eri,0.9290856295562457,-0.16507779544841453,03:32:55.844,-09:27:29.739,2014-12-25T00:29:16.866,4,-9.709204606604821E-4,-1.1419781770573576,FoVP,0.3216342425599972,0.7002195049217071,2457016.5249447883
eps Eri,0.9290856295562457,-0.16507779544841453,03:32:55.844,-09:27:29.739,2014-12-25T02:15:51.068,4,0.0019111164767357405,-1.1372305369962659,FoVF,0.31928540609399114,0.7020112512628103,2457016.5989470542
eps Eri,0.9290856295562457,-0.16507779544841453,03:32:55.844,-09:27:29.739,2015-01-13T02:21:33.165,3,0.003550128613992187,0.2017037733011539,FoVF,-0.5862368513468981,0.7014796761399217,2457035.6015208107
eps Eri,0.9290856295562457,-0.16507779544841453,03:32:55.844,-09:27:29.739,2015-01-13T06:35:13.221,7,-0.005960779634980687,0.2108862838250003,FoVP,-0.5921447751326527,0.6978670338211327,2457035.777664605
eps Eri,0.9290856295562457,-0.16507779544841453,03:32:55.844,-09:27:29.739,2015-02-14T00:10:23.648,5,-0.003591419833791672,-0.9982719445502086,FoVP,0.6945055311934787,0.7049635233414652,2457067.5076456624
eps Eri,0.9290856295562457,-0.16507779544841453,03:32:55.844,-09:27:29.739,2015-03-26T17:15:30.710,1,0.004715547136927961,0.5780178409599918,FoVP,-0.28469439119584594,0.7059107676301999,2457108.2163207945
eps Eri,0.9290856295562457,-0.16507779544841453,03:32:55.844,-09:27:29.739,2015-03-26T19:02:04.987,3,0.0029890159402216716,0.572902440832438,FoVF,-0.28010080298317497,0.7070459691256087,2457108.290324076
eps Eri,0.9290856295562457,-0.16507779544841453,03:32:55.844,-09:27:29.739,2015-03-26T23:15:45.049,4,-9.343830634972086E-4,0.5606664278372014,FoVP,-0.269109534550699,0.7096448400072191,2457108.466471381
