Target, ra[rad], dec[rad], ra[h:m:s], dec[d:m:s], ObservationTimeAtGaia[UTC], CcdRow[1-7], zetaFieldAngle[rad], scanAngle[rad], Fov[FovP=preceding/FovF=following], parallaxFactorAlongScan, parallaxFactorAcrossScan, ObservationTimeAtBarycentre[BarycentricJulianDateInTCB]
HD 217107,6.01378943923096,-0.04180734169666134,22:58:15.541,-02:23:43.383,2014-10-31T13:53:06.938,6,-0.004354843503457684,-0.8363415478357749,FoVP,0.3794476631903316,0.7067778635340004,2456962.0830273163
HD 217107,6.01378943923096,-0.04180734169666134,22:58:15.541,-02:23:43.383,2014-10-31T15:39:41.181,5,-6.279867376034022E-4,-0.8323626302463424,FoVF,0.3768917953321467,0.7090030637366579,2456962.157028722
HD 217107,6.01378943923096,-0.04180734169666134,22:58:15.541,-02:23:43.383,2014-11-18T19:56:45.828,3,0.0010983445464872823,0.3562378923744033,FoVP,-0.6291389510076077,0.7071105253798929,2456980.3339229925
HD 217107,6.01378943923096,-0.04180734169666134,22:58:15.541,-02:23:43.383,2014-11-18T21:43:20.049,7,-0.003647964442785567,0.35901557760829644,FoVF,-0.631437028745638,0.7055967720270185,2456980.407923055
HD 217107,6.01378943923096,-0.04180734169666134,22:58:15.541,-02:23:43.383,2014-12-19T19:30:22.430,5,-0.002946708249827086,-1.1686485120331498,FoVP,0.6683777034006465,0.7025037059571998,2457011.3124990496
HD 217107,6.01378943923096,-0.04180734169666134,22:58:15.541,-02:23:43.383,2014-12-19T21:16:56.638,3,0.0023870438572452675,-1.170183645603215,FoVF,0.6691878651051338,0.7013269648544969,2457011.3864987837
HD 217107,6.01378943923096,-0.04180734169666134,22:58:15.541,-02:23:43.383,2015-05-01T22:01:25.443,3,0.002442464157631175,-2.9341203001483747,FoVF,-0.4474284731700439,0.718137689675537,2457144.4154127575
HD 217107,6.01378943923096,-0.04180734169666134,22:58:15.541,-02:23:43.383,2015-05-02T02:15:05.398,7,-0.0066812051641967985,-2.942802321094767,FoVP,-0.4422951203229465,0.7233263575544514,2457144.591584082
HD 217107,6.01378943923096,-0.04180734169666134,22:58:15.541,-02:23:43.383,2015-05-23T20:15:46.961,6,-0.0038275250251681133,2.003395031525032,FoVP,0.685536860182903,0.7246018181806039,2457166.344024279
HD 217107,6.01378943923096,-0.04180734169666134,22:58:15.541,-02:23:43.383,2015-05-23T22:02:21.162,4,0.0010292722534371223,2.0014269282341117,FoVF,0.6870908272233632,0.7235222860199103,2457166.418038338
HD 217107,6.01378943923096,-0.04180734169666134,22:58:15.541,-02:23:43.383,2015-06-23T09:43:57.165,5,1.0716064932595807E-4,-2.814782737116932,FoVF,-0.665397496004565,0.724374552726826,2457196.908225145
HD 217107,6.01378943923096,-0.04180734169666134,22:58:15.541,-02:23:43.383,2015-11-09T22:45:54.259,6,-0.0028506247937328776,-1.0058157476239347,FoVF,0.5355564158132172,0.7083316484848725,2457336.4522551973
HD 217107,6.01378943923096,-0.04180734169666134,22:58:15.541,-02:23:43.383,2015-12-03T14:53:14.936,5,-0.003408275309788439,0.39355462205929875,FoVP,-0.7019729514198342,0.7067114964684412,2457360.1217285674
HD 217107,6.01378943923096,-0.04180734169666134,22:58:15.541,-02:23:43.383,2016-05-10T23:09:42.273,2,0.004750668126753327,-2.8195501178658544,FoVF,-0.5878750702310073,0.7171416254988755,2457519.463686668
HD 217107,6.01378943923096,-0.04180734169666134,22:58:15.541,-02:23:43.383,2016-05-11T03:23:22.277,7,-0.006071125715641699,-2.825877010269714,FoVP,-0.5843090178765642,0.7216911162741995,2457519.6398599255
HD 217107,6.01378943923096,-0.04180734169666134,22:58:15.541,-02:23:43.383,2016-06-07T09:13:00.963,2,0.002461669032492428,1.960133523940733,FoVP,0.7208523774415475,0.7239718959126983,2457546.885274849
HD 217107,6.01378943923096,-0.04180734169666134,22:58:15.541,-02:23:43.383,2016-07-02T22:52:51.846,2,0.0045967412229711065,-2.9112499918819164,FoVF,-0.5627540259432025,0.7252268669507417,2457572.4570305534
HD 217107,6.01378943923096,-0.04180734169666134,22:58:15.541,-02:23:43.383,2016-07-03T03:06:31.880,7,-0.0059758325669761105,-2.90482534618373,FoVP,-0.5667623999646222,0.7204126371637389,2457572.6332038403
HD 217107,6.01378943923096,-0.04180734169666134,22:58:15.541,-02:23:43.383,2016-11-18T22:07:39.112,7,-0.00551982042374472,-1.1073299870986664,FoVP,0.6405011759674191,0.707768109243016,2457711.424786022
HD 217107,6.01378943923096,-0.04180734169666134,22:58:15.541,-02:23:43.383,2016-11-18T23:54:13.341,5,-3.665291049350326E-4,-1.1054056027112753,FoVF,0.6393196244360062,0.7093454774654262,2457711.498786167
HD 217107,6.01378943923096,-0.04180734169666134,22:58:15.541,-02:23:43.383,2016-12-17T03:49:30.080,4,-0.00167484044586202,0.3606978795109089,FoVP,-0.681235154856994,0.7080831175458389,2457739.659357261
HD 217107,6.01378943923096,-0.04180734169666134,22:58:15.541,-02:23:43.383,2017-01-07T15:47:42.582,5,-0.002858354811602574,-1.012677457309561,FoVP,0.46120070392034324,0.7078588075030465,2457761.1561083123
HD 217107,6.01378943923096,-0.04180734169666134,22:58:15.541,-02:23:43.383,2017-01-07T17:34:16.781,4,0.0012997313487544176,-1.016362789118424,FoVF,0.46333645141375773,0.7056308240096555,2457761.2301089074
HD 217107,6.01378943923096,-0.04180734169666134,22:58:15.541,-02:23:43.383,2017-05-21T17:55:28.111,4,-0.0016553225028297393,-2.766196342951684,FoVP,-0.6749016955908366,0.7193771664704801,2457895.246448669
